memory.max_usage_in_bytes,input_bam,guide|ref_hist,chromInfo,guide_gff,input_bam_extension,guide|ref_hist_extension,chromInfo_extension,guide_gff_extension,dbkey,rna_strandness,use_guide
3361583104,1275830674,1323302846,0,0,bam,gff3,nan,nan,hg38,nan,yes
2339086336,1507280258,1323302846,0,0,bam,gff3,nan,nan,hg38,nan,yes
2003226624,1210994774,1323302846,0,0,bam,gff3,nan,nan,hg38,nan,yes
2011193344,1263043028,1323302846,0,0,bam,gff3,nan,nan,hg38,nan,yes
2464632832,1624864622,1323302846,0,0,bam,gff3,nan,nan,hg38,nan,yes
1700098048,929756695,1323302846,0,0,bam,gff3,nan,nan,hg38,nan,yes
2083586048,1283483193,1323302846,0,0,bam,gff3,nan,nan,hg38,nan,yes
2197520384,1462001839,1323302846,0,0,bam,gff3,nan,nan,hg38,nan,yes
1979559936,1158045171,1323302846,0,0,bam,gff3,nan,nan,hg38,nan,yes
3638300672,1532402080,1323302846,0,0,bam,gff3,nan,nan,hg38,nan,yes
2039832576,1211289431,1323302846,0,0,bam,gff3,nan,nan,hg38,nan,yes
3413823488,1291825760,1323302846,0,0,bam,gff3,nan,nan,hg38,nan,yes
3557625856,1415121244,1323302846,0,0,bam,gff3,nan,nan,hg38,nan,yes
2296217600,1463589704,1323302846,0,0,bam,gff3,nan,nan,hg38,nan,yes
2161225728,1362833818,1323302846,0,0,bam,gff3,nan,nan,hg38,nan,yes
2055647232,1288504661,1323302846,0,0,bam,gff3,nan,nan,hg38,nan,yes
3447676928,1316668959,1323302846,0,0,bam,gff3,nan,nan,hg38,nan,yes
2612396032,1340496499,1323302846,0,0,bam,gff3,nan,nan,hg38,nan,yes
3554127872,1416118091,1323302846,0,0,bam,gff3,nan,nan,hg38,nan,yes
3472330752,1368159798,1323302846,0,0,bam,gff3,nan,nan,hg38,nan,yes
3555459072,1450619907,1323302846,0,0,bam,gff3,nan,nan,hg38,nan,yes
1972498432,1199383830,1323302846,0,0,bam,gff3,nan,nan,hg38,nan,yes
4981882880,4791914105,0,0,0,bam,nan,nan,nan,?,nan,no
4347527168,4153312388,0,0,0,bam,nan,nan,nan,?,nan,no
4696367104,4502197741,0,0,0,bam,nan,nan,nan,?,nan,no
2668609536,1463952526,304773640,0,0,bam,gtf,nan,nan,hg38,nan,yes
2577162240,1369115439,304773640,0,0,bam,gtf,nan,nan,hg38,nan,yes
2164592640,1253300485,304773640,0,0,bam,gtf,nan,nan,hg38,nan,yes
2323615744,1474321855,304773640,0,0,bam,gtf,nan,nan,hg38,nan,yes
2423037952,1232458471,304773640,0,0,bam,gtf,nan,nan,hg38,nan,yes
2456526848,1252922225,304773640,0,0,bam,gtf,nan,nan,hg38,nan,yes
2472210432,1590503951,304773640,0,0,bam,gtf,nan,nan,hg38,nan,yes
2660556800,1446555602,304773640,0,0,bam,gtf,nan,nan,hg38,nan,yes
2490982400,1275830674,304773640,0,0,bam,gtf,nan,nan,hg38,nan,yes
2375200768,1507280258,304773640,0,0,bam,gtf,nan,nan,hg38,nan,yes
2349363200,1210994774,304773640,0,0,bam,gtf,nan,nan,hg38,nan,yes
2406289408,1263043028,304773640,0,0,bam,gtf,nan,nan,hg38,nan,yes
2467278848,1624864622,304773640,0,0,bam,gtf,nan,nan,hg38,nan,yes
1790529536,929756695,304773640,0,0,bam,gtf,nan,nan,hg38,nan,yes
2487353344,1283483193,304773640,0,0,bam,gtf,nan,nan,hg38,nan,yes
2638303232,1462001839,304773640,0,0,bam,gtf,nan,nan,hg38,nan,yes
2352132096,1158045171,304773640,0,0,bam,gtf,nan,nan,hg38,nan,yes
2452320256,1532402080,304773640,0,0,bam,gtf,nan,nan,hg38,nan,yes
2413989888,1211289431,304773640,0,0,bam,gtf,nan,nan,hg38,nan,yes
2484871168,1291825760,304773640,0,0,bam,gtf,nan,nan,hg38,nan,yes
2620805120,1415121244,304773640,0,0,bam,gtf,nan,nan,hg38,nan,yes
2635526144,1463589704,304773640,0,0,bam,gtf,nan,nan,hg38,nan,yes
2153857024,1362833818,304773640,0,0,bam,gtf,nan,nan,hg38,nan,yes
2477174784,1288504661,304773640,0,0,bam,gtf,nan,nan,hg38,nan,yes
2189475840,1316668959,304773640,0,0,bam,gtf,nan,nan,hg38,nan,yes
2516770816,1340496499,304773640,0,0,bam,gtf,nan,nan,hg38,nan,yes
2595246080,1416118091,304773640,0,0,bam,gtf,nan,nan,hg38,nan,yes
2590126080,1368159798,304773640,0,0,bam,gtf,nan,nan,hg38,nan,yes
2659250176,1450619907,304773640,0,0,bam,gtf,nan,nan,hg38,nan,yes
2377318400,1199383830,304773640,0,0,bam,gtf,nan,nan,hg38,nan,yes
2472697856,1380496626,401706329,0,0,bam,gtf,nan,nan,hg38,nan,yes
2424442880,1237524533,401706329,0,0,bam,gtf,nan,nan,hg38,--fr,yes
2131734528,1326634876,401706329,0,0,bam,gtf,nan,nan,hg38,--fr,yes
2322726912,1197257914,401706329,0,0,bam,gtf,nan,nan,hg38,--fr,yes
2349101056,1225637120,401706329,0,0,bam,gtf,nan,nan,hg38,--fr,yes
2271498240,1192364472,401706329,0,0,bam,gtf,nan,nan,hg38,--fr,yes
2448056320,1380496626,301465701,0,0,bam,gtf,nan,nan,hg38,nan,yes
2302238720,1237524533,301465701,0,0,bam,gtf,nan,nan,hg38,nan,yes
2401624064,1326634876,301465701,0,0,bam,gtf,nan,nan,hg38,nan,yes
2198151168,1197257914,304275799,0,0,bam,gtf,nan,nan,hg38,nan,yes
2316132352,1225637120,304275799,0,0,bam,gtf,nan,nan,hg38,nan,yes
2287116288,1192364472,304275799,0,0,bam,gtf,nan,nan,hg38,nan,yes
416034816,124730398,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
365166592,145465757,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
407695360,118143192,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
408604672,131120318,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
457965568,194079639,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
387870720,177869678,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
383483904,91557923,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
290037760,63478204,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
364261376,105815797,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
380219392,100531512,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
408412160,126418132,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
306376704,84570623,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
411455488,124727074,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
1420972032,534286378,216968,0,0,bam,gtf,nan,nan,?,nan,yes
1060093952,474409170,216968,0,0,bam,gtf,nan,nan,?,nan,yes
175087616,3462730,0,0,0,bam,nan,nan,nan,ce2,nan,no
1597374464,557811108,169911,0,0,bam,gtf,nan,nan,?,nan,yes
1746411520,654765620,169911,0,0,bam,gtf,nan,nan,?,nan,yes
862203904,415640767,169911,0,0,bam,gtf,nan,nan,?,nan,yes
1295712256,381419241,169911,0,0,bam,gtf,nan,nan,?,nan,yes
988491776,364970161,169911,0,0,bam,gtf,nan,nan,?,nan,yes
1154207744,496830039,169911,0,0,bam,gtf,nan,nan,?,nan,yes
2791813120,2591861237,0,0,0,bam,nan,nan,nan,OilPalm_v1,nan,no
2742697984,2590276130,0,0,0,bam,nan,nan,nan,OilPalm_v1,nan,no
2792398848,2591858940,0,0,0,bam,nan,nan,nan,OilPalm_v1,nan,no
2667024384,2461969244,0,0,0,bam,nan,nan,nan,OilPalm_v1,nan,no
2663227392,2460088611,0,0,0,bam,nan,nan,nan,OilPalm_v1,nan,no
2665152512,2461985860,0,0,0,bam,nan,nan,nan,OilPalm_v1,nan,no
371834880,78195648,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
334671872,124727074,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
418701312,131794015,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
397918208,110694188,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
341155840,127251520,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
439709696,160831088,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
431464448,146297554,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
451923968,175189322,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
1817706496,1628524339,0,0,0,bam,nan,nan,nan,mm9,--rf,no
1831510016,1630507250,0,0,0,bam,nan,nan,nan,mm9,--rf,no
1096667136,557811108,220117,0,0,bam,gtf,nan,nan,?,nan,yes
1163698176,654765620,220117,0,0,bam,gtf,nan,nan,?,nan,yes
1156145152,415640767,220117,0,0,bam,gtf,nan,nan,?,nan,yes
1314947072,381419241,220117,0,0,bam,gtf,nan,nan,?,nan,yes
1034211328,364970161,220117,0,0,bam,gtf,nan,nan,?,nan,yes
1185251328,496830039,220117,0,0,bam,gtf,nan,nan,?,nan,yes
1583263744,1047687438,0,0,0,bam,nan,nan,nan,?,--fr,no
1512296448,1037960000,0,0,0,bam,nan,nan,nan,?,--fr,no
4650119168,4295729881,152083941,0,0,bam,gff3,nan,nan,?,nan,yes
4378116096,4295729881,0,0,0,bam,nan,nan,nan,?,nan,no
4805537792,4285597104,244786123,0,0,bam,gff3,nan,nan,?,nan,yes
