memory.max_usage_in_bytes,input_bam,guide|ref_hist,chromInfo,guide_gff,input_bam_extension,guide|ref_hist_extension,chromInfo_extension,guide_gff_extension,dbkey,rna_strandness,use_guide
670949376,444730966,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
753184768,463440190,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
363712512,73895649,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
386072576,174582244,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
404836352,194404450,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
448004096,170108533,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
436101120,224482663,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
405073920,192727088,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
446414848,234928659,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
322052096,102213058,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
3212017664,2032859374,772753579,0,0,bam,gtf,nan,nan,mm10,nan,yes
2750885888,1617561074,261985145,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
2662526976,1527327026,261985145,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
2664562688,1519385169,261985145,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
3264720896,2089656924,261985145,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
2905194496,1814973495,261985145,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
2754904064,1702413657,261985145,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
2774482944,1663787412,261985145,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
2687877120,1572537281,261985145,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
2419482624,1611496374,261985145,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
2562846720,1448210500,261985145,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
2781544448,1663146061,261985145,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
2506100736,1445796051,261985145,0,0,bam,gtf,nan,nan,hg38Patch11,nan,yes
2647154688,2442458664,0,0,0,bam,nan,nan,nan,OilPalm_v1,nan,no
2742657024,2566916304,0,0,0,bam,nan,nan,nan,OilPalm_v1,nan,no
680087552,508889888,0,0,0,bam,nan,nan,nan,mm10,--rf,no
792141824,618498331,0,0,0,bam,nan,nan,nan,mm10,--rf,no
540258304,367761465,0,0,0,bam,nan,nan,nan,mm10,--rf,no
197578752,22706836,0,0,0,bam,nan,nan,nan,mm10,--rf,no
926339072,725102144,0,0,0,bam,nan,nan,nan,hg_g1k_v37,--fr,no
937316352,751629388,0,0,0,bam,nan,nan,nan,?,--fr,no
960655360,759465352,0,0,0,bam,nan,nan,nan,?,--fr,no
947720192,746751078,0,0,0,bam,nan,nan,nan,?,--fr,no
3406565376,3594372013,0,0,0,bam,nan,nan,nan,oryza_sativa_japonica_nipponbare_IRGSP4.0,nan,no
3922092032,3718184050,0,0,0,bam,nan,nan,nan,oryza_sativa_japonica_nipponbare_IRGSP4.0,nan,no
425320448,144423558,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
439775232,161278491,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
462774272,192157101,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
498757632,213784775,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
537219072,262451344,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
513007616,295774838,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
679301120,420827942,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
598544384,377336154,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
290889728,68128959,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
351948800,160036174,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
370733056,163123670,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
390287360,175009183,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
381726720,177895898,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
424943616,214839345,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
397377536,184409651,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
552910848,324526704,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
398979072,120808149,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
292827136,73442192,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
396259328,81959459,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
535941120,326212522,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
602189824,328936440,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
627380224,409059007,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
293314560,65580359,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
381607936,156302685,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
410255360,188001770,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
379297792,152075771,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
480522240,216967349,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
389365760,167862552,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
440844288,225862349,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
327307264,90902071,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
453427200,179812650,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
421597184,200591897,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
438435840,220953061,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
526389248,305070078,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
566546432,340209954,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
569085952,355218082,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
930754560,628110011,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
661094400,450524390,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
365916160,74939852,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
471990272,189229408,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
452165632,180797833,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
493096960,214278373,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
416411648,202158155,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
552448000,265058328,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
431198208,211572450,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
686436352,458321933,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
5954334720,5251506406,158314123,0,0,bam,gtf,nan,nan,hg19,nan,yes
5701345280,5279631798,158314123,0,0,bam,gtf,nan,nan,hg19,nan,yes
6126206976,5470519551,158314123,0,0,bam,gtf,nan,nan,hg19,nan,yes
6025936896,5464327239,158314123,0,0,bam,gtf,nan,nan,hg19,nan,yes
6261108736,5870605165,158314123,0,0,bam,gtf,nan,nan,hg19,nan,yes
6758326272,5911505955,158314123,0,0,bam,gtf,nan,nan,hg19,nan,yes
5906976768,5506560410,158314123,0,0,bam,gtf,nan,nan,hg19,nan,yes
5870862336,5524580485,158314123,0,0,bam,gtf,nan,nan,hg19,nan,yes
3411582976,3190304847,0,0,0,bam,nan,nan,nan,?,nan,no
2895855616,2867092344,0,0,0,bam,nan,nan,nan,?,nan,no
3046723584,3183822247,0,0,0,bam,nan,nan,nan,?,nan,no
2966061056,2867095777,0,0,0,bam,nan,nan,nan,?,nan,no
209408000,35933577,0,0,0,bam,nan,nan,nan,?,nan,no
441204736,164539186,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
379056128,163913942,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
453402624,178416522,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
425660416,214930440,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
476385280,275419859,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
484401152,276660662,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
644304896,437027662,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
560787456,345229401,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
301883392,82233868,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
376029184,164398098,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
373485568,151913450,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
394567680,182680582,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
371712000,167003582,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
428683264,223297746,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
392085504,171845609,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
526413824,329775836,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
463081472,199502208,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
423227392,210214986,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
446332928,224136016,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
438657024,222918511,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
462413824,256800701,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
518488064,302169436,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
644153344,443391593,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
630591488,341930257,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
311570432,90203165,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
379801600,156140843,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
394846208,171729619,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
400293888,193598895,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
421470208,203619619,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
436563968,222471534,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
475992064,226732395,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
565923840,341634456,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
420151296,140413425,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
356962304,79053790,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
479051776,263806579,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
527986688,257811555,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
533557248,328439567,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
321662976,94042396,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
383176704,157997748,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
355123200,147287013,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
387629056,175891217,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
395223040,168165632,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
424443904,215671016,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
429346816,158785368,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
385019904,157735977,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
354377728,63477640,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
314806272,100531622,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
344764416,126417505,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
318103552,84570601,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
7424765952,6838196027,94926257,0,0,bam,gtf,nan,nan,mm10,--fr,yes
7065255936,6838196027,94926257,0,0,bam,gtf,nan,nan,mm10,--rf,yes
6832914432,5840656742,68396861,0,0,bam,gtf,nan,nan,mm10,--fr,yes
2956001280,2681274163,0,0,0,bam,nan,nan,nan,hg38,nan,no
2954125312,2681272969,0,0,0,bam,nan,nan,nan,hg38,nan,no
1475141632,1245869761,0,0,0,bam,nan,nan,nan,hg38,nan,no
2942754816,2681272969,0,0,0,bam,nan,nan,nan,hg38,nan,no
1598873600,1364951868,0,0,0,bam,nan,nan,nan,hg38,nan,no
2056736768,1783716839,0,0,0,bam,nan,nan,nan,hg38,nan,no
1593724928,1369634036,0,0,0,bam,nan,nan,nan,hg38,nan,no
2063269888,1790626728,0,0,0,bam,nan,nan,nan,hg38,nan,no
10296475648,9921670582,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
2579533824,1136336377,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1921658880,1209224749,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
2654474240,1168574459,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1940545536,1196771595,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1935339520,1221887542,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1938292736,1204479066,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1881505792,1141740794,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1845137408,1142610277,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1910378496,1198152499,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
2669768704,1185115672,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1904689152,1191150876,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1907957760,1186984389,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1947426816,1214486076,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1840766976,1169402381,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1841442816,1138120015,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1917947904,1201995587,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1910128640,1201713198,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1900204032,1192272649,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1905463296,1195080169,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1877999616,1174726744,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1877495808,1199636897,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1868521472,1138920577,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1866616832,1150645821,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1899806720,1191898407,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1891287040,1195967552,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1891127296,1240310392,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
2416869376,931776280,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1913225216,1174769393,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1902006272,1206033607,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1818415104,1131727075,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1869058048,1150248617,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
10288644096,9756922795,63265093,0,0,bam,gtf,nan,nan,?,--rf,yes
1470816256,1283914784,0,0,0,bam,nan,nan,nan,?,nan,no
208687104,1283914784,9335413,0,0,bam,gtf,nan,nan,?,nan,yes
186867712,498466,8041481,0,0,bam,gtf,nan,nan,MphMS6_v1.0,nan,yes
1224073216,1062626862,0,0,0,bam,nan,nan,nan,?,nan,no
879308800,701504128,0,0,0,bam,nan,nan,nan,?,nan,no
1355796480,1175799358,0,0,0,bam,nan,nan,nan,?,nan,no
1330872320,1171487520,0,0,0,bam,nan,nan,nan,?,nan,no
1159729152,999355050,0,0,0,bam,nan,nan,nan,?,nan,no
946139136,784676637,0,0,0,bam,nan,nan,nan,?,nan,no
1241661440,1062626862,0,0,0,bam,nan,nan,nan,ce11,--fr,no
879767552,701504128,0,0,0,bam,nan,nan,nan,ce11,--fr,no
1356210176,1175799358,0,0,0,bam,nan,nan,nan,ce11,--fr,no
1332486144,1171487520,0,0,0,bam,nan,nan,nan,ce11,--fr,no
1179680768,999355050,0,0,0,bam,nan,nan,nan,ce11,--fr,no
963878912,784676637,0,0,0,bam,nan,nan,nan,ce11,--fr,no
1023225856,846736174,0,0,0,bam,nan,nan,nan,386,nan,no
909398016,745890867,0,0,0,bam,nan,nan,nan,386,nan,no
1128759296,846571180,0,0,0,bam,nan,nan,nan,386,nan,no
959500288,798374791,0,0,0,bam,nan,nan,nan,386,nan,no
957247488,800673216,0,0,0,bam,nan,nan,nan,386,nan,no
1055019008,925925364,0,0,0,bam,nan,nan,nan,386,nan,no
1242746880,1062626862,0,0,0,bam,nan,nan,nan,ce11,nan,no
880599040,701504128,0,0,0,bam,nan,nan,nan,ce11,nan,no
1356226560,1175799358,0,0,0,bam,nan,nan,nan,ce11,nan,no
1333227520,1171487520,0,0,0,bam,nan,nan,nan,ce11,nan,no
1162817536,999355050,0,0,0,bam,nan,nan,nan,ce11,nan,no
958369792,784676637,0,0,0,bam,nan,nan,nan,ce11,nan,no
1308770304,1062626862,57274177,0,0,bam,gtf,nan,nan,ce11,--fr,yes
1083596800,784676637,91738534,0,0,bam,gff3,nan,nan,ce11,--fr,yes
723542016,534310352,212936,0,0,bam,gff3,nan,nan,?,nan,yes
1031938048,534310352,215037,0,0,bam,gff3,nan,nan,?,nan,yes
2729668608,2566914172,0,0,0,bam,nan,nan,nan,OilPalm_v1,nan,no
2572234752,2442459596,0,0,0,bam,nan,nan,nan,OilPalm_v1,nan,no
2688667648,2524941117,0,0,0,bam,nan,nan,nan,OilPalm_v1,nan,no
2634489856,2365906027,0,0,0,bam,nan,nan,nan,OilPalm_v1,nan,no
2764058624,2590687115,0,0,0,bam,nan,nan,nan,OilPalm_v1,nan,no
3031715840,2759594784,0,0,0,bam,nan,nan,nan,OilPalm_v1,nan,no
965873664,534286378,215037,0,0,bam,gff3,nan,nan,?,nan,yes
964141056,784676637,0,0,0,bam,nan,nan,nan,ce11,--fr,no
1243037696,1062626862,0,0,0,bam,nan,nan,nan,ce11,nan,no
861679616,701504128,0,0,0,bam,nan,nan,nan,ce11,nan,no
1358082048,1175799358,0,0,0,bam,nan,nan,nan,ce11,nan,no
1352101888,1171487520,0,0,0,bam,nan,nan,nan,ce11,nan,no
1174757376,999355050,0,0,0,bam,nan,nan,nan,ce11,nan,no
2677858304,2508350774,0,0,0,bam,nan,nan,nan,rheMac3,nan,no
3509133312,3340627791,0,0,0,bam,nan,nan,nan,rheMac3,nan,no
1008279552,629052704,215037,0,0,bam,gff3,nan,nan,?,nan,yes
578633728,399178391,215037,0,0,bam,gff3,nan,nan,?,nan,yes
555053056,365270618,215037,0,0,bam,gff3,nan,nan,?,nan,yes
524824576,347937077,215037,0,0,bam,gff3,nan,nan,?,nan,yes
655495168,474409170,215037,0,0,bam,gff3,nan,nan,?,nan,yes
4703043584,4382904931,115600439,0,0,bam,gff3,nan,nan,?,nan,yes
4585279488,4265725451,115600439,0,0,bam,gff3,nan,nan,?,nan,yes
4210286592,3891409911,115600439,0,0,bam,gff3,nan,nan,?,nan,yes
4236419072,3946128352,115600439,0,0,bam,gff3,nan,nan,?,nan,yes
4453744640,4239944811,115600439,0,0,bam,gff3,nan,nan,?,nan,yes
4005687296,3955425310,115600439,0,0,bam,gff3,nan,nan,?,nan,yes
4634132480,4658391703,115600439,0,0,bam,gff3,nan,nan,?,nan,yes
2590765056,2275708205,115600439,0,0,bam,gff3,nan,nan,?,nan,yes
9427050496,9744319376,0,0,0,bam,nan,nan,nan,hg19,nan,no
1647800320,9744319376,0,0,0,bam,gtf,nan,nan,hg19,nan,yes
8003014656,8183633090,0,0,0,bam,gtf,nan,nan,hg19,nan,yes
8253759488,7901982611,0,0,0,bam,gtf,nan,nan,hg19,nan,yes
11119927296,11473795430,0,0,0,bam,gtf,nan,nan,hg19,nan,yes
10862448640,10456632532,0,0,0,bam,gtf,nan,nan,hg19,nan,yes
10537484288,10257605089,0,0,0,bam,gtf,nan,nan,hg19,nan,yes
11643543552,12604800384,0,0,0,bam,gtf,nan,nan,hg19,nan,yes
8025698304,8491243886,0,0,0,bam,gtf,nan,nan,hg19,nan,yes
8955162624,8028420271,0,0,0,bam,gtf,nan,nan,hg19,nan,yes
8761323520,8148916305,0,0,0,bam,gtf,nan,nan,hg19,nan,yes
10270871552,9797664508,0,0,0,bam,gtf,nan,nan,hg19,nan,yes
11835154432,12580454822,0,0,0,bam,gtf,nan,nan,hg19,nan,yes
11308838912,10950201552,0,0,0,bam,gtf,nan,nan,hg19,nan,yes
13705056256,13642908317,0,0,0,bam,gtf,nan,nan,hg19,nan,yes
9453953024,10024373898,0,0,0,bam,gtf,nan,nan,hg19,nan,yes
11825467392,13032460964,0,0,0,bam,gtf,nan,nan,hg19,nan,yes
7527145472,7554966944,0,0,0,bam,gtf,nan,nan,hg19,nan,yes
334794752,160674656,0,0,0,bam,nan,nan,nan,mm10,nan,no
385191936,210999447,0,0,0,bam,nan,nan,nan,mm10,nan,no
295505920,124123333,0,0,0,bam,nan,nan,nan,mm10,nan,no
179757056,8185336,0,0,0,bam,nan,nan,nan,mm10,nan,no
964141056,784676637,0,0,0,bam,nan,nan,nan,ce11,nan,no
2537185280,1081697372,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1899229184,1193755513,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
2629492736,1192802852,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1816616960,1127648105,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1853210624,1136856889,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1832263680,1134734893,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
2612998144,1139067756,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1864966144,1143088687,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1880174592,1171959446,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1886969856,1190270905,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1861234688,1164045923,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1890086912,1189547267,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1837522944,1114774339,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1816002560,1110699649,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1850396672,1131573164,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
2627174400,1153369356,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1868156928,1161240365,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
2309615616,1081697372,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1900298240,1193755513,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
2637062144,1192802852,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1842958336,1127648105,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1816637440,1136856889,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1831452672,1134734893,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
2534559744,1139067756,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
2052431872,1143088687,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
719208448,1171959446,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
701399040,1190270905,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1890709504,1164045923,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1863557120,1189547267,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
707821568,1114774339,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
734158848,1110699649,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1834287104,1131573164,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1888800768,1153369356,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1827999744,1161240365,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1859854336,1189726489,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1905356800,1207200068,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1907499008,1177529208,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1828986880,1109310310,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1768476672,1110584047,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1823174656,1123818625,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1843822592,1132512457,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1818030080,1146093137,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1838682112,1146590085,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1792425984,1126436496,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1810595840,1101845008,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1819299840,1121213896,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1827438592,1150455830,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1851707392,1116414005,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1818923008,1141128909,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1829679104,1132180966,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1865011200,1191019057,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1852387328,1149491775,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
1851568128,1149606489,756721066,0,0,bam,gtf,nan,nan,?,nan,yes
4914675712,2754362695,0,0,1151947379,bam,nan,nan,gtf,hg38,nan,yes
4109258752,3816983729,115600439,0,0,bam,gff3,nan,nan,?,nan,yes
4000440320,3642871549,115600439,0,0,bam,gff3,nan,nan,?,nan,yes
3459969024,3179779773,115600439,0,0,bam,gff3,nan,nan,?,nan,yes
3500142592,3141498636,115600439,0,0,bam,gff3,nan,nan,?,nan,yes
3848601600,3601254983,115600439,0,0,bam,gff3,nan,nan,?,nan,yes
3344441344,3137574489,115600439,0,0,bam,gff3,nan,nan,?,nan,yes
3938422784,3637791374,115600439,0,0,bam,gff3,nan,nan,?,nan,yes
2200854528,1849607092,115600439,0,0,bam,gff3,nan,nan,?,nan,yes
181850112,8159213,0,0,0,bam,nan,nan,nan,mm10,nan,no
297545728,123925834,0,0,0,bam,nan,nan,nan,mm10,nan,no
384925696,210545663,0,0,0,bam,nan,nan,nan,mm10,nan,no
332333056,160351051,0,0,0,bam,nan,nan,nan,mm10,nan,no
4076212224,3816983729,115600439,0,0,bam,gff3,nan,nan,?,nan,yes
3874029568,3642871549,115600439,0,0,bam,gff3,nan,nan,?,nan,yes
234450944,3179779773,115600439,0,0,bam,gff3,nan,nan,?,nan,yes
3331665920,3141498636,115600439,0,0,bam,gff3,nan,nan,?,nan,yes
3843366912,3601254983,115600439,0,0,bam,gff3,nan,nan,?,nan,yes
1240072192,3137574489,115600439,0,0,bam,gff3,nan,nan,?,nan,yes
3700269056,3637791374,115600439,0,0,bam,gff3,nan,nan,?,nan,yes
2096623616,1849607092,115600439,0,0,bam,gff3,nan,nan,?,nan,yes
982249472,534286378,215037,0,0,bam,gff3,nan,nan,?,nan,yes
718782464,534286378,0,0,0,bam,nan,nan,nan,?,nan,no
1010212864,534286378,329016,0,0,bam,gff3,nan,nan,?,nan,yes
1005608960,534286378,212586,0,0,bam,gtf,nan,nan,?,nan,yes
1022439424,629052704,215037,0,0,bam,gff3,nan,nan,?,nan,yes
531886080,399178391,215037,0,0,bam,gff3,nan,nan,?,nan,yes
547487744,365270618,215037,0,0,bam,gff3,nan,nan,?,nan,yes
538767360,347937077,215037,0,0,bam,gff3,nan,nan,?,nan,yes
654188544,474409170,215037,0,0,bam,gff3,nan,nan,?,nan,yes
3589951488,1463952526,1323302846,0,0,bam,gff3,nan,nan,hg38,nan,yes
3501490176,1369115439,1323302846,0,0,bam,gff3,nan,nan,hg38,nan,yes
3381108736,1253300485,1323302846,0,0,bam,gff3,nan,nan,hg38,nan,yes
2114363392,1474321855,1323302846,0,0,bam,gff3,nan,nan,hg38,nan,yes
2030460928,1232458471,1323302846,0,0,bam,gff3,nan,nan,hg38,nan,yes
2076581888,1252922225,1323302846,0,0,bam,gff3,nan,nan,hg38,nan,yes
2355724288,1590503951,1323302846,0,0,bam,gff3,nan,nan,hg38,nan,yes
2216742912,1446555602,1323302846,0,0,bam,gff3,nan,nan,hg38,nan,yes
